SchoolYear,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,Local,MISTEM_NAME,MISTEM_CODE,ELAGr3Prof31aCnt,ELAGr3Prof31a,ELAGr3NotProf31aCnt,ELAGr3NotProf31a,MathGr8Prof31aCnt,MathGr8Prof31a,MathGr8NotProf31aCnt,MathGr8NotProf31a,CollegeReady31aCnt,CollegeReady31a,CollegeNotReadyCnt,CollegeNotReady
"24 - 25 School Year","63","Oakland Schools","63150","Troy School District","00000","All Buildings","63","Oakland","LEA District","City: Small","Oakland Region","5","257","57.10","193","42.90","179","41.00","258","59.00","491","50.20","488.00","49.80"
