year,district,cd_key,subject,grade,subgroup,tested,pct_met_above
2025,Milpitas USD,43-73387,ELA,3,SWD,68,20.59
2025,Milpitas USD,43-73387,ELA,4,All,785,66.84
2025,Milpitas USD,43-73387,ELA,4,SWD,69,16.18
2025,Milpitas USD,43-73387,ELA,5,All,787,69.59
2025,Milpitas USD,43-73387,ELA,5,SWD,81,24.69
2025,Milpitas USD,43-73387,ELA,6,All,788,72.68
2025,Milpitas USD,43-73387,ELA,6,SWD,70,21.74
2025,Milpitas USD,43-73387,ELA,7,All,744,75.81
2025,Milpitas USD,43-73387,ELA,7,SWD,53,18.87
2025,Milpitas USD,43-73387,ELA,8,All,674,75.19
2025,Milpitas USD,43-73387,ELA,8,SWD,48,22.92
2025,Milpitas USD,43-73387,Math,3,All,755,72.19
2025,Milpitas USD,43-73387,Math,3,SWD,68,29.41
2025,Milpitas USD,43-73387,Math,4,All,798,66.54
2025,Milpitas USD,43-73387,Math,4,SWD,69,18.84
2025,Milpitas USD,43-73387,Math,5,All,797,61.61
2025,Milpitas USD,43-73387,Math,5,SWD,81,20.99
2025,Milpitas USD,43-73387,Math,6,All,791,64.10
2025,Milpitas USD,43-73387,Math,6,SWD,69,17.39
2025,Milpitas USD,43-73387,Math,7,All,750,64.67
2025,Milpitas USD,43-73387,Math,7,SWD,53,15.09
2025,Milpitas USD,43-73387,Math,8,All,675,62.61
2025,Milpitas USD,43-73387,Math,8,SWD,47,14.89
