SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,SchoolCode,SchoolName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,Subject,Category,Group,PercentBottom30,NumberBottom30,PercentMiddle40,NumberMiddle40,PercentTop30,NumberTop30,NumberOfStudents
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05537","Wattles Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05537","Wattles Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","31.90","15","36.20","17","31.90","15","47"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05537","Wattles Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","30.00","15","40.00","20","30.00","15","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05537","Wattles Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","30.00","15","40.00","20","30.00","15","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05537","Wattles Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","27.70","13","40.40","19","31.90","15","47"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05537","Wattles Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05537","Wattles Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Homeless","30.00","15","40.00","20","30.00","15","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Grade","05","30.30","20","39.40","26","30.30","20","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","28.60","18","41.30","26","30.20","19","63"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","30.30","20","39.40","26","30.30","20","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","31.30","20","37.50","24","31.30","20","64"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","30.30","20","39.40","26","30.30","20","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","28.10","18","40.60","26","31.30","20","64"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","38.70","12","38.70","12","22.60","< 10","31"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Asian","24.20","< 10","39.40","13","36.40","12","33"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Male","31.00","13","42.90","18","26.20","11","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Female","29.20","< 10","33.30","< 10","37.50","< 10","24"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Homeless","30.30","20","39.40","26","30.30","20","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","29.70","19","39.10","25","31.30","20","64"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","30.30","20","39.40","26","30.30","20","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not English Learners","28.80","46","40.00","64","31.30","50","160"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Migrant","29.80","56","40.40","76","29.80","56","188"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students without IEP","28.10","18","40.60","26","31.30","20","64"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Grade","05","30.30","20","39.40","26","30.30","20","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Economically Disadvantaged","28.60","18","41.30","26","30.20","19","63"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","White, not of Hispanic origin","45.20","14","29.00","< 10","25.80","< 10","31"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Asian","18.20","< 10","48.50","16","33.30","11","33"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Male","28.60","12","40.50","17","31.00","13","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","White, not of Hispanic origin","38.10","32","35.70","30","26.20","22","84"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Asian","21.70","20","45.70","42","32.60","30","92"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Male","29.00","29","38.00","38","33.00","33","100"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Female","30.70","27","43.20","38","26.10","23","88"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Homeless","29.80","56","40.40","76","29.80","56","188"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","English Learners","46.40","13","46.40","13","7.10","< 10","28"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not English Learners","26.90","43","39.40","63","33.80","54","160"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Migrant","29.80","56","40.40","76","29.80","56","188"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students without IEP","27.60","50","41.40","75","30.90","56","181"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students without IEP","28.20","51","40.90","74","30.90","56","181"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","03","33.30","19","38.60","22","28.10","16","57"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","04","30.80","20","44.60","29","24.60","16","65"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","05","25.80","17","37.90","25","36.40","24","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Economically Disadvantaged","27.80","50","41.70","75","30.60","55","180"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","03","29.80","17","45.60","26","24.60","14","57"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","04","30.80","20","44.60","29","24.60","16","65"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","05","28.80","19","31.80","21","39.40","26","66"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Economically Disadvantaged","28.30","51","40.60","73","31.10","56","180"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","40.50","34","46.40","39","13.10","11","84"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Asian","16.30","15","38.00","35","45.70","42","92"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Male","23.00","23","39.00","39","38.00","38","100"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Female","37.50","33","42.00","37","20.50","18","88"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Homeless","29.80","56","40.40","76","29.80","56","188"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","English Learners","35.70","10","42.90","12","21.40","< 10","28"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06124","Schroeder Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Female","33.30","< 10","37.50","< 10","29.20","< 10","24"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students without IEP","28.00","14","40.00","20","32.00","16","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Grade","05","30.20","16","39.60","21","30.20","16","53"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","White, not of Hispanic origin","35.30","12","44.10","15","20.60","< 10","34"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Asian","21.40","< 10","35.70","< 10","42.90","< 10","14"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Male","32.10","< 10","32.10","< 10","35.70","10","28"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Female","28.00","< 10","48.00","12","24.00","< 10","25"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Hispanic","30.00","< 10","10.00","< 10","60.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","White, not of Hispanic origin","30.20","32","42.50","45","27.40","29","106"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Asian","24.40","10","43.90","18","31.70","13","41"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Male","37.30","31","25.30","21","37.30","31","83"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Female","22.90","19","54.20","45","22.90","19","83"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Homeless","30.10","50","39.80","66","30.10","50","166"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","English Learners","56.00","14","36.00","< 10","8.00","< 10","25"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not English Learners","25.50","36","40.40","57","34.00","48","141"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Migrant","30.10","50","39.80","66","30.10","50","166"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students with Disabilities","90.90","10","9.10","< 10","< 5","< 10","11"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students without IEP","25.50","39","42.50","65","32.00","49","153"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","03","30.40","17","41.10","23","28.60","16","56"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","04","19.60","10","49.00","25","31.40","16","51"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","05","38.60","22","31.60","18","29.80","17","57"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Economically Disadvantaged","50.00","< 10","38.90","< 10","11.10","< 10","18"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Economically Disadvantaged","27.40","40","40.40","59","32.20","47","146"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Hispanic","30.00","< 10","20.00","< 10","50.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","34.60","36","43.30","45","22.10","23","104"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Asian","14.60","< 10","41.50","17","43.90","18","41"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Male","30.90","25","29.60","24","39.50","32","81"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Female","28.90","24","50.60","42","20.50","17","83"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Homeless","29.90","49","40.20","66","29.90","49","164"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","English Learners","44.00","11","32.00","< 10","24.00","< 10","25"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not English Learners","27.30","38","41.70","58","30.90","43","139"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Migrant","29.90","49","40.20","66","29.90","49","164"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","91.70","11","8.30","< 10","< 5","< 10","12"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students without IEP","25.30","39","42.20","65","32.50","50","154"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","03","32.10","18","42.90","24","25.00","14","56"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","04","25.50","13","37.30","19","37.30","19","51"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","05","32.20","19","39.00","23","28.80","17","59"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Economically Disadvantaged","47.40","< 10","36.80","< 10","15.80","< 10","19"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Economically Disadvantaged","27.90","41","40.10","59","32.00","47","147"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","28.00","14","40.00","20","32.00","16","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","29.60","16","40.70","22","29.60","16","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","30.20","16","39.60","21","30.20","16","53"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","32.00","16","36.00","18","32.00","16","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","30.20","16","39.60","21","30.20","16","53"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","28.80","15","40.40","21","30.80","16","52"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Grade","05","29.60","16","40.70","22","29.60","16","54"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06364","Costello Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","28.30","13","43.50","20","28.30","13","46"
