SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,SchoolCode,SchoolName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,Subject,Category,Group,PercentBottom30,NumberBottom30,PercentMiddle40,NumberMiddle40,PercentTop30,NumberTop30,NumberOfStudents
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","ELA","Grade","11","29.90","123","40.10","165","29.90","123","411"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","ELA","Program Participation","Economically Disadvantaged","55.80","24","30.20","13","14.00","< 10","43"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","ELA","Program Participation","Not Economically Disadvantaged","26.90","99","41.30","152","31.80","117","368"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","ELA","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","53.80","< 10","30.80","< 10","15.40","< 10","13"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","ELA","Program Participation","Students with Disabilities","50.00","< 10","35.70","< 10","14.30","< 10","14"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","ELA","Program Participation","Students without IEP","29.20","116","40.30","160","30.50","121","397"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","35.70","10","42.90","12","21.40","< 10","28"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Race/Ethnicity","Asian","35.70","15","28.60","12","35.70","15","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Gender","Male","26.80","11","41.50","17","31.70","13","41"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Gender","Female","33.30","14","38.10","16","28.60","12","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Program Participation","Not Homeless","30.10","25","39.80","33","30.10","25","83"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Program Participation","Not English Learners","27.00","20","40.50","30","32.40","24","74"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Program Participation","Not Migrant","30.10","25","39.80","33","30.10","25","83"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","Science","Gender","Male","26.20","11","38.10","16","35.70","15","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","Science","Gender","Female","34.90","15","39.50","17","25.60","11","43"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","Science","Program Participation","Not Homeless","30.60","26","38.80","33","30.60","26","85"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","Science","Program Participation","English Learners","70.00","< 10","20.00","< 10","10.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","Science","Program Participation","Not English Learners","25.30","19","41.30","31","33.30","25","75"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","Science","Program Participation","Not Migrant","30.60","26","38.80","33","30.60","26","85"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Program Participation","Students without IEP","30.10","25","39.80","33","30.10","25","83"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Grade","11","30.10","25","39.80","33","30.10","25","83"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","26.30","20","42.10","32","31.60","24","76"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04226","Troy High School","63","Oakland","LEA School","High School","City: Small","SocialStudies","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Economically Disadvantaged","27.90","12","41.90","18","30.20","13","43"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students without IEP","22.00","< 10","46.30","19","31.70","13","41"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Migrant","30.30","46","39.50","60","30.30","46","152"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Male","39.10","27","33.30","23","27.50","19","69"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Asian","7.10","< 10","32.10","< 10","60.70","17","28"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","White, not of Hispanic origin","34.30","34","42.40","42","23.20","23","99"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Economically Disadvantaged","27.50","36","39.70","52","32.80","43","131"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Economically Disadvantaged","47.10","< 10","47.10","< 10","5.90","< 10","17"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","05","34.00","16","44.70","21","21.30","10","47"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","04","23.60","13","41.80","23","34.50","19","55"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","03","32.60","15","34.80","16","32.60","15","46"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Migrant","30.60","15","38.80","19","30.60","15","49"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not English Learners","23.30","10","41.90","18","34.90","15","43"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Homeless","30.60","15","38.80","19","30.60","15","49"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Female","28.00","< 10","44.00","11","28.00","< 10","25"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Gender","Male","33.30","< 10","33.30","< 10","33.30","< 10","24"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Asian","20.00","< 10","10.00","< 10","70.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","33.30","10","43.30","13","23.30","< 10","30"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","27.30","12","38.60","17","34.10","15","44"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Asian","10.00","< 10","30.00","< 10","60.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not English Learners","28.90","37","37.50","48","33.60","43","128"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","English Learners","37.50","< 10","50.00","12","12.50","< 10","24"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Homeless","30.30","46","39.50","60","30.30","46","152"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Female","34.20","27","38.00","30","27.80","22","79"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Gender","Male","26.00","19","41.10","30","32.90","24","73"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Asian","13.80","< 10","20.70","< 10","65.50","19","29"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Two or More Races","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","White, not of Hispanic origin","30.70","31","45.50","46","23.80","24","101"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","American Indian or Alaska Native","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Not Economically Disadvantaged","27.80","37","39.80","53","32.30","43","133"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Grade","05","30.60","15","38.80","19","30.60","15","49"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","27.90","12","41.90","18","30.20","13","43"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","29.80","14","40.40","19","29.80","14","47"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","26.80","11","41.50","17","31.70","13","41"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","29.80","14","40.40","19","29.80","14","47"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Female","25.00","< 10","37.50","< 10","37.50","< 10","24"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Gender","Male","34.80","< 10","43.50","10","21.70","< 10","23"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Economically Disadvantaged","47.40","< 10","36.80","< 10","15.80","< 10","19"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","05","39.10","18","41.30","19","19.60","< 10","46"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","04","32.10","18","33.90","19","33.90","19","56"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Grade","03","20.00","10","44.00","22","36.00","18","50"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students without IEP","27.50","39","40.80","58","31.70","45","142"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Math","Program Participation","Students with Disabilities","70.00","< 10","20.00","< 10","10.00","< 10","10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Migrant","29.70","44","40.50","60","29.70","44","148"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not English Learners","27.80","35","38.10","48","34.10","43","126"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","English Learners","40.90","< 10","54.50","12","< 5","< 10","22"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Homeless","29.70","44","40.50","60","29.70","44","148"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Gender","Female","21.50","17","46.80","37","31.60","25","79"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","White, not of Hispanic origin","29.60","< 10","48.10","13","22.20","< 10","27"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students without IEP","27.30","38","41.70","58","30.90","43","139"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Grade","05","28.30","13","41.30","19","30.40","14","46"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","04227","Troy Union Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Grade","04","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Economically Disadvantaged","30.80","12","35.90","14","33.30","13","39"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","03","27.50","14","37.30","19","35.30","18","51"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students without IEP","27.00","33","41.80","51","31.10","38","122"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Students with Disabilities","53.30","< 10","26.70","< 10","20.00","< 10","15"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Not Economically Disadvantaged","29.80","34","37.70","43","32.50","37","114"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Program Participation","Economically Disadvantaged","30.40","< 10","52.20","12","17.40","< 10","23"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","05","40.40","19","40.40","19","19.10","< 10","47"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","ELA","Grade","04","20.50","< 10","43.60","17","35.90","14","39"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","White, not of Hispanic origin","28.60","10","42.90","15","28.60","10","35"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Hispanic","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Black, not of Hispanic origin","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Not Economically Disadvantaged","30.00","12","37.50","15","32.50","13","40"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Economically Disadvantaged","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Grade","05","29.20","14","41.70","20","29.20","14","48"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students without IEP","28.20","11","43.60","17","28.20","11","39"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","SocialStudies","Program Participation","Students with Disabilities","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Migrant","30.40","14","39.10","18","30.40","14","46"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not English Learners","31.00","13","35.70","15","33.30","14","42"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","English Learners","< 10","< 10","< 10","< 10","< 10","< 10","< 10"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","05163","Hill Elementary School","63","Oakland","LEA School","Elementary","City: Small","Science","Program Participation","Not Homeless","30.40","14","39.10","18","30.40","14","46"
