SchoolYear,ISDCode,ISDName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,MISTEM_NAME,MISTEM_CODE,Subgroup,MathPercentReady,MathNumAssessed,MathScoreAverage,MathCountReady,ReadingPercentReady,ReadingNumAssessed,ReadingScoreAverage,SciencePercentReady,ScienceNumAssessed,ScienceScoreAverage,EnglishPercentReady,EnglishNumAssessed,EnglishScoreAverage,AllSubjectPercentReady,AllSubjectNumAssessed,AllSubjectScoreAverage,AllCountReady,EBRWPercentReady,EBRWNumAssessed,EBRWScoreAverage,EBRWCountReady
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Female","55.1000","147","559.7000","81","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","53.7000","147","1121.1000","79","80.3000","147","561.4000","118"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Hispanic","<=50%","15","528.0000","7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","15","1063.3000","7",">=50%","15","535.3000","13"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Male","63.9000","166","570.1000","106","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","61.4000","166","1124.3000","102","78.9000","166","554.2000","131"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Not Economically Disadvantaged","61.6000","281","571.5000","173","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","60.1000","281","1134.8000","169","81.9000","281","563.3000","230"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Not English Language Learners","61.1000","298","569.8000","182","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","59.4000","298","1133.3000","177","81.9000","298","563.5000","244"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Not Foster Care","59.7000","313","565.2000","187","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57.8000","313","1122.8000","181","79.6000","313","557.6000","249"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Not Homeless","59.7000","313","565.2000","187","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57.8000","313","1122.8000","181","79.6000","313","557.6000","249"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Not Migrant","59.7000","313","565.2000","187","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57.8000","313","1122.8000","181","79.6000","313","557.6000","249"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Not Military Connected","59.7000","313","565.2000","187","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","57.8000","313","1122.8000","181","79.6000","313","557.6000","249"
"20 - 21 School Year","63","Oakland Schools","63150","Troy School District","06393","Athens High School","63","Oakland","LEA School","High School","City: Small","Oakland Region","         5","Students with Disabilities","<=50%","14","450.7000","4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","<=50%","14","912.9000","4","<=50%","14","462.1000","6"
