SchoolYear,TestType,IsdCode,IsdName,DistrictCode,DistrictName,BuildingCode,BuildingName,CountyCode,CountyName,EntityType,SchoolLevel,Locale,Grade,Subject,Subgroup_1,Subgroup_2,PercentAdvanced,PercentProficient,PercentPartiallyProficient,PercentNotProficient
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Two or More Races","Female","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Two or More Races","Male","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Female","15.6","28.9","42.2","13.3"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Male","29.4","32.4","23.5","14.7"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Male","Not English Learners","43.9","28.1","15.8","12.3"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Asian","English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Students without IEP","23.3","31.5","34.2","11.0"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Students without IEP","Not English Learners","39.2","26.7","25.8","8.3"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Not English Learners","21.5","30.4","34.2","13.9"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Black, not of Hispanic origin","Female","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Male","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Asian","Students without IEP","68.3","22.0","<=10%","<=10%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Students without IEP","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06366","Larson Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Female","Students without IEP","31.0","23.9","35.2","9.9"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Female","English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Black, not of Hispanic origin","Female","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Not English Learners","23.9","37.0","37.0","<=10%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Black, not of Hispanic origin","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Two or More Races","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Black, not of Hispanic origin","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Students without IEP","Not English Learners","69.2","19.5","10.1","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Male","Not English Learners","71.6","14.8","12.3","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Asian","Not English Learners","88.0","9.4","<=5%","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Female","Students without IEP","62.8","22.3","13.8","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Students without IEP","25.0","38.6","34.1","<=10%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Asian","Male","87.7","7.7","<=5%","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Asian","Female","82.3","9.7","6.5","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Female","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Two or More Races","Male","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Asian","English Learners","<=50%","<=50%","<=50%","<=50%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Students without IEP","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Male","English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Students with Disabilities","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Female","Not English Learners","64.1","22.8","12.0","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Two or More Races","Students without IEP","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Male","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Asian","Students without IEP","85.0","8.7","5.5","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Black, not of Hispanic origin","Students without IEP","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Hispanic","Male","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Male","Students without IEP","74.1","14.1","10.6","<=5%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Male","30.0","25.0","40.0","<=20%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","White, not of Hispanic origin","Female","<=20%","46.2","34.6","<=20%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Female","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Students without IEP","English Learners","<=50%","<=50%","<=50%","<=50%"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","06367","Boulan Park Middle School","63","Oakland","LEA School","Middle School","City: Small","8","Mathematics","Two or More Races","Female","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","Male","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","Students with Disabilities","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","Female","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","White, not of Hispanic origin","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","Male","Students without IEP","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","White, not of Hispanic origin","Male","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","White, not of Hispanic origin","Female","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","White, not of Hispanic origin","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","White, not of Hispanic origin","Students without IEP","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","Students without IEP","Not English Learners","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","Male","Students with Disabilities","*","*","*","*"
"20 - 21 School Year","PSAT","63","Oakland Schools","63150","Troy School District","08286","Troy College and Career High School","63","Oakland","LEA School","Middle_High School","City: Small","8","Mathematics","Female","Not English Learners","*","*","*","*"
